HGNC ID	Approved symbol	Approved name	RefSeq IDs	Gene group ID
HGNC:40751	OCIAD1-AS1	OCIAD1 antisense RNA 1		1987
HGNC:28685	OCIAD2	OCIA domain containing 2	NM_152398	
HGNC:31827	OCIAD2P1	OCIA domain containing 2 pseudogene 1		
HGNC:8103	OCLM	oculomedin		
HGNC:8104	OCLN	occludin	NM_002538	694|1471|1626
HGNC:53916	OCLNP1	OCLN pseudogene 1		
HGNC:8105	OCM	oncomodulin	NM_001097622	863
HGNC:34396	OCM2	oncomodulin 2	NM_006188	863
HGNC:8106	OCP1	symbol withdrawn, see [HGNC:13581](/data/gene-symbol-report/#!/hgnc_id/HGNC:13581)		
HGNC:8107	OCP2	symbol withdrawn, see [HGNC:33696](/data/gene-symbol-report/#!/hgnc_id/HGNC:33696)		
HGNC:8108	OCRL	OCRL inositol polyphosphate-5-phosphatase	NM_000276	1079
HGNC:16116	OCSTAMP	osteoclast stimulatory transmembrane protein	NM_080721	
HGNC:26560	ODAD1	outer dynein arm docking complex subunit 1	NM_144577	2019
HGNC:25583	ODAD2	outer dynein arm docking complex subunit 2	NM_018076	2019|409
HGNC:44937	ODAD2P1	outer dynein arm docking complex subunit 2 pseudogene 1		
HGNC:28303	ODAD3	outer dynein arm docking complex subunit 3	NM_145045	2019
HGNC:25280	ODAD4	outer dynein arm docking complex subunit 4	NM_031421	769|2019
HGNC:26043	ODAM	odontogenic, ameloblast associated	NM_017855	
HGNC:26300	ODAPH	odontogenesis associated phosphoprotein	NM_178497	
HGNC:8109	ODC1	ornithine decarboxylase 1		1835
HGNC:54070	ODC1-DT	ODC1 divergent transcript	NR_110597	1990
HGNC:8110	ODCP	ornithine decarboxylase pseudogene		
HGNC:8112	ODDD	symbol withdrawn, see [HGNC:4274](/data/gene-symbol-report/#!/hgnc_id/HGNC:4274)		
HGNC:8113	ODF1	outer dense fiber of sperm tails 1		585
HGNC:8114	ODF2	outer dense fiber of sperm tails 2		
HGNC:49461	ODF2-AS1	ODF2 antisense RNA 1		1987
HGNC:29225	ODF2L	outer dense fiber of sperm tails 2 like		1691
HGNC:19905	ODF3	outer dense fiber of sperm tails 3		
HGNC:34388	ODF3B	outer dense fiber of sperm tails 3B		
HGNC:28735	ODF3L1	outer dense fiber of sperm tails 3 like 1	NM_175881	
HGNC:26841	ODF3L2	outer dense fiber of sperm tails 3 like 2	NM_182577	
HGNC:19056	ODF4	outer dense fiber of sperm tails 4		
HGNC:8115	ODG1	symbol withdrawn, see [HGNC:3969](/data/gene-symbol-report/#!/hgnc_id/HGNC:3969)		
HGNC:24299	ODR4	odr-4 GPCR localization factor homolog	NM_017847	
HGNC:8116	ODT1	symbol withdrawn, see [HGNC:3157](/data/gene-symbol-report/#!/hgnc_id/HGNC:3157)		
HGNC:8118	OED	Oregon eye disease		
HGNC:8119	OFC#	orofacial cleft #		
HGNC:8120	OFC1	orofacial cleft 1		
HGNC:8121	OFC2	orofacial cleft 2		
HGNC:8122	OFC3	orofacial cleft 3		
HGNC:21017	OFCC1	orofacial cleft 1 candidate 1 (pseudogene)	NM_153003	
HGNC:2567	OFD1	OFD1 centriole and centriolar satellite protein	NM_003611	
HGNC:23873	OFD1P1Y	OFD1 pseudogene 1 Y-linked	NG_003114	
HGNC:23874	OFD1P2Y	OFD1 pseudogene 2 Y-linked	NG_003115	
HGNC:23875	OFD1P3Y	OFD1 pseudogene 3 Y-linked	NG_003116	
HGNC:23876	OFD1P4Y	OFD1 pseudogene 4 Y-linked	NG_003117	
HGNC:23877	OFD1P5Y	OFD1 pseudogene 5 Y-linked	NG_003118	
HGNC:13657	OFD1P6Y	OFD1 pseudogene 6 Y-linked	NG_003119	
HGNC:23879	OFD1P7Y	OFD1 pseudogene 7 Y-linked	NG_003120	
HGNC:23880	OFD1P8Y	OFD1 pseudogene 8 Y-linked	NG_003121	
HGNC:23881	OFD1P9Y	OFD1 pseudogene 9 Y-linked	NG_003122	
HGNC:23882	OFD1P10Y	OFD1 pseudogene 10 Y-linked	NG_003123	
HGNC:23883	OFD1P11Y	OFD1 pseudogene 11 Y-linked	NG_003125	
HGNC:23884	OFD1P12Y	OFD1 pseudogene 12 Y-linked	NG_003126	
HGNC:23885	OFD1P13Y	OFD1 pseudogene 13 Y-linked	NG_003127	
HGNC:23886	OFD1P14Y	OFD1 pseudogene 14 Y-linked	NG_003128	
HGNC:23887	OFD1P15Y	OFD1 pseudogene 15 Y-linked	NG_003129	
HGNC:18213	OFD1P16Y	OFD1 pseudogene 16 Y-linked	XM_498415	
HGNC:1332	OFD1P17	OFD1 pseudogene 17		
HGNC:2589	OFD1P18Y	OFD1 pseudogene 18 Y-linked	NG_009011	
HGNC:37910	OFD1P19Y	symbol withdrawn, see [HGNC:23875](/data/gene-symbol-report/#!/hgnc_id/HGNC:23875)		
HGNC:7056	OGA	O-GlcNAcase	NM_012215	1642
HGNC:8124	OGDH	oxoglutarate dehydrogenase		1666
HGNC:25590	OGDHL	oxoglutarate dehydrogenase L	NM_018245	1666
HGNC:25585	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1	NM_018233	
HGNC:39202	OGFOD1P1	2-oxoglutarate and iron dependent oxygenase domain containing 1 pseudogene 1		
HGNC:25823	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	NM_024623	
HGNC:26174	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	NM_175902	
HGNC:15768	OGFR	opioid growth factor receptor		
HGNC:40724	OGFR-AS1	OGFR antisense RNA 1		1987
HGNC:21378	OGFRL1	opioid growth factor receptor like 1	NM_024576	
HGNC:50511	OGFRP1	opioid growth factor receptor pseudogene 1	NR_036498	
HGNC:8125	OGG1	8-oxoguanine DNA glycosylase	NM_016821	1024
HGNC:8126	OGN	osteoglycin	NM_024416	573
HGNC:8127	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	NM_003605, NM_181672	446|1482|769
HGNC:8128	OI4	symbol withdrawn, see [HGNC:2198](/data/gene-symbol-report/#!/hgnc_id/HGNC:2198)		
HGNC:8129	OIAS	symbol withdrawn, see [HGNC:8086](/data/gene-symbol-report/#!/hgnc_id/HGNC:8086)		
HGNC:20300	OIP5	Opa interacting protein 5	NM_007280	
HGNC:43563	OIP5-AS1	OIP5 antisense RNA 1	NR_026757	1987
HGNC:29953	OIT3	oncoprotein induced transcript 3	NM_152635	
HGNC:8130	OK	symbol withdrawn, see [HGNC:1116](/data/gene-symbol-report/#!/hgnc_id/HGNC:1116)		
HGNC:28833	OLA1	Obg like ATPase 1	NM_013341	
HGNC:45274	OLA1P1	OLA1 pseudogene 1		
HGNC:45277	OLA1P2	OLA1 pseudogene 2		
HGNC:45278	OLA1P3	OLA1 pseudogene 3		
HGNC:25625	OLAH	oleoyl-ACP hydrolase	NM_018324	
HGNC:17187	OLFM1	olfactomedin 1	NM_014279	
HGNC:17189	OLFM2	olfactomedin 2		
HGNC:17990	OLFM3	olfactomedin 3		
HGNC:17190	OLFM4	olfactomedin 4	NM_006418	
HGNC:51927	OLFM5P	olfactomedin family member 5, pseudogene		
HGNC:24473	OLFML1	olfactomedin like 1	NM_198474	
HGNC:27270	OLFML2A	olfactomedin like 2A	NM_182487	
HGNC:24558	OLFML2B	olfactomedin like 2B	NM_015441	
HGNC:24956	OLFML3	olfactomedin like 3	NM_020190	
HGNC:8131	OLFR@	olfactory receptor cluster		
HGNC:8132	OLFR1	symbol withdrawn, see [HGNC:8183](/data/gene-symbol-report/#!/hgnc_id/HGNC:8183)		
HGNC:16983	OLIG1	oligodendrocyte transcription factor 1	NM_138983	420
HGNC:9398	OLIG2	oligodendrocyte transcription factor 2	NM_005806	420
HGNC:18003	OLIG3	oligodendrocyte transcription factor 3	NM_175747	420
HGNC:28060	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA	NR_026762	1992
HGNC:8133	OLR1	oxidized low density lipoprotein receptor 1	NM_002543	1298|1253
HGNC:29661	OMA1	OMA1 zinc metallopeptidase	NM_145243	2105
HGNC:8134	OMD	osteomodulin	NM_005014	573
HGNC:8135	OMG	oligodendrocyte myelin glycoprotein	NM_002544	
HGNC:8136	OMP	olfactory marker protein	NM_006189	
HGNC:8137	ON	symbol withdrawn, see [HGNC:11219](/data/gene-symbol-report/#!/hgnc_id/HGNC:11219)		
HGNC:8138	ONECUT1	one cut homeobox 1		527
HGNC:8139	ONECUT2	one cut homeobox 2		527
HGNC:13399	ONECUT3	one cut homeobox 3		527
HGNC:21382	OOEP	oocyte expressed protein	NM_001080507	1684
HGNC:39192	OOEP-AS1	OOEP antisense RNA 1		1987
HGNC:54933	OOEPP1	OOEP pseudogene 1		
HGNC:54934	OOEPP2	OOEP pseudogene 2		
HGNC:49233	OOSP1	oocyte secreted protein 1	NM_001395276	1631
HGNC:49240	OOSP1P1	oocyte secreted protein 1 pseudogene 1		
HGNC:49241	OOSP1P2	oocyte secreted protein 1 pseudogene 2		
HGNC:26699	OOSP2	oocyte secreted protein 2	NM_173801	1631
HGNC:53903	OOSP3	oocyte secreted protein family member 3		1631
HGNC:53904	OOSP4A	oocyte secreted protein family member 4A	NM_001395277	1631
HGNC:53905	OOSP4B	oocyte secreted protein family member 4B		1631
HGNC:8140	OPA1	OPA1 mitochondrial dynamin like GTPase	NM_130837	
HGNC:40421	OPA1-AS1	OPA1 antisense RNA 1		1987
HGNC:8141	OPA2	optic atrophy 2 (obscure)		
HGNC:8142	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3		
HGNC:32786	OPA4	optic atrophy 4 (autosomal dominant)		
HGNC:32787	OPA5	optic atrophy 5 (autosomal dominant)		
HGNC:33170	OPA6	optic atrophy 6 (autosomal recessive)		
HGNC:33505	OPA7	optic atrophy 7		
HGNC:39750	OPA8	optic atrophy 8 (autosomal dominant)		
HGNC:20707	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	NM_033207	
HGNC:8143	OPCML	opioid binding protein/cell adhesion molecule like	NM_001012393	593|1052
HGNC:41366	OPCML-IT1	OPCML intronic transcript 1		1989
HGNC:41365	OPCML-IT2	OPCML intronic transcript 2		1989
HGNC:8144	OPD1	symbol withdrawn, see [HGNC:3754](/data/gene-symbol-report/#!/hgnc_id/HGNC:3754)		
HGNC:8145	OPD2	symbol withdrawn, see [HGNC:3754](/data/gene-symbol-report/#!/hgnc_id/HGNC:3754)		
HGNC:8146	OPEM	ophthalmoplegia, external, with myopia		
HGNC:8147	OPG	symbol withdrawn, see [HGNC:11909](/data/gene-symbol-report/#!/hgnc_id/HGNC:11909)		
HGNC:8148	OPHN1	oligophrenin 1	NM_002547	1923
HGNC:8149	OPLAH	5-oxoprolinase, ATP-hydrolysing	NM_017570	1691
HGNC:8150	OPMD	symbol withdrawn, see [HGNC:8565](/data/gene-symbol-report/#!/hgnc_id/HGNC:8565)		
HGNC:8151	OPN	symbol withdrawn, see [HGNC:11255](/data/gene-symbol-report/#!/hgnc_id/HGNC:11255)		
HGNC:9936	OPN1LW	opsin 1, long wave sensitive	NM_020061	215
HGNC:4206	OPN1MW	opsin 1, medium wave sensitive	NM_000513	215
HGNC:26952	OPN1MW2	opsin 1, medium wave sensitive 2	NM_001048181	215
HGNC:51831	OPN1MW3	opsin 1, medium wave sensitive 3		215
HGNC:1012	OPN1SW	opsin 1, short wave sensitive	NM_001708	215
HGNC:14007	OPN3	opsin 3	NM_014322	694|215
HGNC:14449	OPN4	opsin 4	NM_033282	215
HGNC:19992	OPN5	opsin 5	NM_181744	215
HGNC:8152	OPPG	symbol withdrawn, see [HGNC:6697](/data/gene-symbol-report/#!/hgnc_id/HGNC:6697)		
HGNC:8153	OPRD1	opioid receptor delta 1	NM_000911	245
HGNC:8154	OPRK1	opioid receptor kappa 1		245
HGNC:8155	OPRL1	opioid related nociceptin receptor 1	NM_182647	245
HGNC:8156	OPRM1	opioid receptor mu 1	NM_000914	245
HGNC:17279	OPRPN	opiorphin prepropeptide	NM_021225	
HGNC:8158	OPTC	opticin	NM_014359	
HGNC:17142	OPTN	optineurin	NM_021980	
HGNC:8159	OPTX2	symbol withdrawn, see [HGNC:10892](/data/gene-symbol-report/#!/hgnc_id/HGNC:10892)		
HGNC:8179	OR1A1	olfactory receptor family 1 subfamily A member 1	NM_014565	147
HGNC:8180	OR1A2	olfactory receptor family 1 subfamily A member 2	NM_012352	147
HGNC:14750	OR1AA1P	olfactory receptor family 1 subfamily AA member 1 pseudogene		147
HGNC:15390	OR1AB1P	olfactory receptor family 1 subfamily AB member 1 pseudogene	NG_004627	147
HGNC:31243	OR1AC1P	olfactory receptor family 1 subfamily AC member 1 pseudogene		147
HGNC:8181	OR1B1	olfactory receptor family 1 subfamily B member 1	NM_001004450	147
HGNC:8182	OR1C1	olfactory receptor family 1 subfamily C member 1		147
HGNC:8183	OR1D2	olfactory receptor family 1 subfamily D member 2	NM_002548	147
HGNC:8184	OR1D3P	olfactory receptor family 1 subfamily D member 3 pseudogene		147
HGNC:8185	OR1D4	olfactory receptor family 1 subfamily D member 4	NM_003552	147
HGNC:8186	OR1D5	olfactory receptor family 1 subfamily D member 5	NM_014566	147
HGNC:8187	OR1D6P	symbol withdrawn, see [HGNC:8184](/data/gene-symbol-report/#!/hgnc_id/HGNC:8184)		
HGNC:8188	OR1D7P	symbol withdrawn, see [HGNC:8184](/data/gene-symbol-report/#!/hgnc_id/HGNC:8184)		
HGNC:8189	OR1E1	olfactory receptor family 1 subfamily E member 1	NM_003553	147
HGNC:8190	OR1E2	olfactory receptor family 1 subfamily E member 2		147
HGNC:8191	OR1E3	olfactory receptor family 1 subfamily E member 3 (gene/pseudogene)	NG_002151	147
HGNC:8192	OR1E4	symbol withdrawn, see [HGNC:8190](/data/gene-symbol-report/#!/hgnc_id/HGNC:8190)		
HGNC:8193	OR1E5	symbol withdrawn, see [HGNC:8189](/data/gene-symbol-report/#!/hgnc_id/HGNC:8189)		
HGNC:15061	OR1E6	symbol withdrawn, see [HGNC:8189](/data/gene-symbol-report/#!/hgnc_id/HGNC:8189)		
HGNC:15410	OR1E7	olfactory receptor family 1 subfamily E member 7 (pseudogene)		
HGNC:15411	OR1E8P	olfactory receptor family 1 subfamily E member 8 (pseudogene)		
HGNC:15383	OR1E9P	symbol withdrawn, see [HGNC:8189](/data/gene-symbol-report/#!/hgnc_id/HGNC:8189)		
HGNC:8194	OR1F1	olfactory receptor family 1 subfamily F member 1		147
HGNC:8196	OR1F2P	olfactory receptor family 1 subfamily F member 2 pseudogene	NR_002169	147
HGNC:8197	OR1F3P	symbol withdrawn, see [HGNC:8196](/data/gene-symbol-report/#!/hgnc_id/HGNC:8196)		
HGNC:8198	OR1F4	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:8199	OR1F5	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:8200	OR1F6	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:8201	OR1F7	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:8202	OR1F8	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:8203	OR1F9	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:15045	OR1F10	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:8195	OR1F11	olfactory receptor, family 1, subfamily F, member 11		
HGNC:13964	OR1F12P	olfactory receptor family 1 subfamily F member 12, pseudogene	NG_004691	147
HGNC:15056	OR1F13P	symbol withdrawn, see [HGNC:8194](/data/gene-symbol-report/#!/hgnc_id/HGNC:8194)		
HGNC:8204	OR1G1	olfactory receptor family 1 subfamily G member 1		147
HGNC:8205	OR1G2	symbol withdrawn, see [HGNC:8204](/data/gene-symbol-report/#!/hgnc_id/HGNC:8204)		
HGNC:8206	OR1H1P	olfactory receptor family 1 subfamily H member 1 pseudogene	NG_004138	147
HGNC:8207	OR1I1	olfactory receptor family 1 subfamily I member 1		147
HGNC:8208	OR1J1	olfactory receptor family 1 subfamily J member 1		147
HGNC:8209	OR1J2	olfactory receptor family 1 subfamily J member 2		147
HGNC:8210	OR1J3	symbol withdrawn, see [HGNC:8209](/data/gene-symbol-report/#!/hgnc_id/HGNC:8209)		
HGNC:8211	OR1J4	olfactory receptor family 1 subfamily J member 4		147
HGNC:15109	OR1J5	symbol withdrawn, see [HGNC:8209](/data/gene-symbol-report/#!/hgnc_id/HGNC:8209)		
HGNC:8212	OR1K1	olfactory receptor family 1 subfamily K member 1		147
HGNC:8213	OR1L1	olfactory receptor family 1 subfamily L member 1		147
HGNC:8214	OR1L2	symbol withdrawn, see [HGNC:8213](/data/gene-symbol-report/#!/hgnc_id/HGNC:8213)		
HGNC:8215	OR1L3	olfactory receptor family 1 subfamily L member 3		147
HGNC:8216	OR1L4	olfactory receptor family 1 subfamily L member 4		147
HGNC:8217	OR1L5	symbol withdrawn, see [HGNC:8216](/data/gene-symbol-report/#!/hgnc_id/HGNC:8216)		
HGNC:8218	OR1L6	olfactory receptor family 1 subfamily L member 6		147
HGNC:8219	OR1L7	symbol withdrawn, see [HGNC:8218](/data/gene-symbol-report/#!/hgnc_id/HGNC:8218)		
HGNC:15110	OR1L8	olfactory receptor family 1 subfamily L member 8		147
HGNC:8220	OR1M1	olfactory receptor family 1 subfamily M member 1		147
HGNC:31244	OR1M4P	olfactory receptor family 1 subfamily M member 4 pseudogene	NG_004407	147
HGNC:8221	OR1N1	olfactory receptor family 1 subfamily N member 1		147
HGNC:15111	OR1N2	olfactory receptor family 1 subfamily N member 2		147
HGNC:15112	OR1N3	symbol withdrawn, see [HGNC:8221](/data/gene-symbol-report/#!/hgnc_id/HGNC:8221)		
HGNC:8222	OR1P1	olfactory receptor family 1 subfamily P member 1 (gene/pseudogene)	NG_002153	147
HGNC:8223	OR1Q1	olfactory receptor family 1 subfamily Q member 1		147
HGNC:55113	OR1Q1BP	olfactory receptor family 1 subfamily Q member 1B pseudogene		147
HGNC:8224	OR1Q2	symbol withdrawn, see [HGNC:8223](/data/gene-symbol-report/#!/hgnc_id/HGNC:8223)		
HGNC:8225	OR1Q3	symbol withdrawn, see [HGNC:8223](/data/gene-symbol-report/#!/hgnc_id/HGNC:8223)		
HGNC:8226	OR1R1P	olfactory receptor family 1 subfamily R member 1 pseudogene		147
HGNC:15384	OR1R2P	symbol withdrawn, see [HGNC:8226](/data/gene-symbol-report/#!/hgnc_id/HGNC:8226)		
HGNC:15385	OR1R3P	symbol withdrawn, see [HGNC:8226](/data/gene-symbol-report/#!/hgnc_id/HGNC:8226)		
HGNC:8227	OR1S1	olfactory receptor family 1 subfamily S member 1	NM_001004458	147
HGNC:15141	OR1S2	olfactory receptor family 1 subfamily S member 2	NM_001004459	147
HGNC:15062	OR1X1P	olfactory receptor family 1 subfamily X member 1 pseudogene	NG_004630	147
HGNC:31245	OR1X5P	olfactory receptor family 1 subfamily X member 5 pseudogene		147
HGNC:8229	OR2A1	olfactory receptor family 2 subfamily A member 1		149
HGNC:49168	OR2A1-AS1	OR2A1 antisense RNA 1		1987
HGNC:8230	OR2A2	olfactory receptor family 2 subfamily A member 2		149
HGNC:8231	OR2A3P	olfactory receptor family 2 subfamily A member 3 pseudogene		149
HGNC:14729	OR2A4	olfactory receptor family 2 subfamily A member 4	NM_030908	149
HGNC:8232	OR2A5	olfactory receptor family 2 subfamily A member 5		149
HGNC:8233	OR2A6	symbol withdrawn, see [HGNC:15084](/data/gene-symbol-report/#!/hgnc_id/HGNC:15084)		
HGNC:8234	OR2A7	olfactory receptor family 2 subfamily A member 7		149
HGNC:8235	OR2A8	symbol withdrawn, see [HGNC:8232](/data/gene-symbol-report/#!/hgnc_id/HGNC:8232)		
HGNC:8236	OR2A9P	olfactory receptor family 2 subfamily A member 9 pseudogene		149
HGNC:14710	OR2A10	symbol withdrawn, see [HGNC:14729](/data/gene-symbol-report/#!/hgnc_id/HGNC:14729)		
HGNC:15081	OR2A11P	olfactory receptor, family 2, subfamily A, member 11 pseudogene		
HGNC:15082	OR2A12	olfactory receptor family 2 subfamily A member 12		149
HGNC:15083	OR2A13P	olfactory receptor family 2 subfamily A member 13 pseudogene		149
HGNC:15084	OR2A14	olfactory receptor family 2 subfamily A member 14		149
HGNC:15085	OR2A15P	olfactory receptor family 2 subfamily A member 15 pseudogene		149
HGNC:15046	OR2A16P	olfactory receptor, family 2, subfamily A, member 16 pseudogene		
HGNC:15086	OR2A17P	symbol withdrawn, see [HGNC:8230](/data/gene-symbol-report/#!/hgnc_id/HGNC:8230)		
HGNC:15334	OR2A18P	olfactory receptor, family 2, subfamily A, member 18 pseudogene		
HGNC:15412	OR2A19	olfactory receptor, family 2, subfamily A, member 19		
HGNC:15413	OR2A20P	olfactory receptor family 2 subfamily A member 20 pseudogene		149
HGNC:15414	OR2A21	olfactory receptor, family 2, subfamily A, member 21		
HGNC:15415	OR2A22P	olfactory receptor, family 2, subfamily A, member 22 pseudogene		
HGNC:19551	OR2A23P	olfactory receptor, family 2, subfamily A, member 23 pseudogene		
HGNC:19554	OR2A24P	olfactory receptor, family 2, subfamily A, member 24 pseudogene		
HGNC:19562	OR2A25	olfactory receptor family 2 subfamily A member 25		149
HGNC:19565	OR2A26	symbol withdrawn, see [HGNC:8232](/data/gene-symbol-report/#!/hgnc_id/HGNC:8232)		
HGNC:19566	OR2A27	symbol withdrawn, see [HGNC:19562](/data/gene-symbol-report/#!/hgnc_id/HGNC:19562)		
HGNC:19567	OR2A28P	symbol withdrawn, see [HGNC:15085](/data/gene-symbol-report/#!/hgnc_id/HGNC:15085)		
HGNC:31246	OR2A41P	olfactory receptor family 2 subfamily A member 41 pseudogene		149
HGNC:31230	OR2A42	olfactory receptor family 2 subfamily A member 42		149
HGNC:14749	OR2AD1P	olfactory receptor family 2 subfamily AD member 1 pseudogene		149
HGNC:15087	OR2AE1	olfactory receptor family 2 subfamily AE member 1		149
HGNC:15088	OR2AE2	symbol withdrawn, see [HGNC:15087](/data/gene-symbol-report/#!/hgnc_id/HGNC:15087)		
HGNC:14719	OR2AF1P	olfactory receptor family 2 subfamily AF member 1 pseudogene		149
HGNC:14830	OR2AF2P	symbol withdrawn, see [HGNC:14719](/data/gene-symbol-report/#!/hgnc_id/HGNC:14719)		
HGNC:15142	OR2AG1	olfactory receptor family 2 subfamily AG member 1	NM_001004489	149
HGNC:15143	OR2AG2	olfactory receptor family 2 subfamily AG member 2	NM_001004490	149
HGNC:19604	OR2AG3	symbol withdrawn, see [HGNC:15142](/data/gene-symbol-report/#!/hgnc_id/HGNC:15142)		
HGNC:15144	OR2AH1P	olfactory receptor family 2 subfamily AH member 1 pseudogene		149
HGNC:15063	OR2AI1P	olfactory receptor family 2 subfamily AI member 1 pseudogene		149
HGNC:15001	OR2AJ1	olfactory receptor family 2 subfamily AJ member 1	NM_001355235	149
HGNC:15002	OR2AK1P	symbol withdrawn, see [HGNC:19569](/data/gene-symbol-report/#!/hgnc_id/HGNC:19569)		
HGNC:19569	OR2AK2	olfactory receptor family 2 subfamily AK member 2	NM_001004491	149
HGNC:14712	OR2AL1P	olfactory receptor family 2 subfamily AL member 1 pseudogene		149
HGNC:15113	OR2AM1P	olfactory receptor family 2 subfamily AM member 1 pseudogene		149
HGNC:15114	OR2AN1P	olfactory receptor, family 2, subfamily AN, member 1 pseudogene		
HGNC:31247	OR2AO1P	olfactory receptor family 2 subfamily AO member 1 pseudogene		149
HGNC:15335	OR2AP1	olfactory receptor family 2 subfamily AP member 1		149
HGNC:15003	OR2AQ1P	olfactory receptor family 2 subfamily AQ member 1 pseudogene		149
HGNC:14777	OR2AR1P	symbol withdrawn, see [HGNC:8264](/data/gene-symbol-report/#!/hgnc_id/HGNC:8264)		
HGNC:15004	OR2AS1P	olfactory receptor family 2 subfamily AS member 1 pseudogene		149
HGNC:31248	OR2AS2P	olfactory receptor family 2 subfamily AS member 2 pseudogene		149
HGNC:15145	OR2AT1P	olfactory receptor family 2 subfamily AT member 1 pseudogene		149
HGNC:19619	OR2AT2P	olfactory receptor family 2 subfamily AT member 2 pseudogene	NG_004337	149
HGNC:19620	OR2AT4	olfactory receptor family 2 subfamily AT member 4	NM_001005285	149
HGNC:19646	OR2AU1P	symbol withdrawn, see [HGNC:8278](/data/gene-symbol-report/#!/hgnc_id/HGNC:8278)		
HGNC:15493	OR2B1	symbol withdrawn, see [HGNC:8241](/data/gene-symbol-report/#!/hgnc_id/HGNC:8241)		
HGNC:8237	OR2B1P	symbol withdrawn, see [HGNC:8241](/data/gene-symbol-report/#!/hgnc_id/HGNC:8241)		
HGNC:13966	OR2B2	olfactory receptor family 2 subfamily B member 2		149
HGNC:8238	OR2B3	olfactory receptor family 2 subfamily B member 3		149
HGNC:8239	OR2B4P	olfactory receptor family 2 subfamily B member 4 pseudogene		149
HGNC:8240	OR2B5	symbol withdrawn, see [HGNC:8241](/data/gene-symbol-report/#!/hgnc_id/HGNC:8241)		
HGNC:8241	OR2B6	olfactory receptor family 2 subfamily B member 6		149
HGNC:13967	OR2B7P	olfactory receptor family 2 subfamily B member 7 pseudogene		149
HGNC:13968	OR2B8P	olfactory receptor family 2 subfamily B member 8 pseudogene		149
HGNC:15068	OR2B9	symbol withdrawn, see [HGNC:13966](/data/gene-symbol-report/#!/hgnc_id/HGNC:13966)		
HGNC:31249	OR2B11	olfactory receptor family 2 subfamily B member 11	NM_001004492	149
HGNC:31250	OR2BH1P	olfactory receptor family 2 subfamily BH member 1 pseudogene		149
HGNC:8242	OR2C1	olfactory receptor family 2 subfamily C member 1		149
HGNC:15379	OR2C2P	symbol withdrawn, see [HGNC:8242](/data/gene-symbol-report/#!/hgnc_id/HGNC:8242)		
HGNC:15005	OR2C3	olfactory receptor family 2 subfamily C member 3	NM_198074	149
HGNC:15006	OR2C4	symbol withdrawn, see [HGNC:15005](/data/gene-symbol-report/#!/hgnc_id/HGNC:15005)		
HGNC:15416	OR2C5P	symbol withdrawn, see [HGNC:15005](/data/gene-symbol-report/#!/hgnc_id/HGNC:15005)		
HGNC:8243	OR2D1	symbol withdrawn, see [HGNC:8244](/data/gene-symbol-report/#!/hgnc_id/HGNC:8244)		
HGNC:8244	OR2D2	olfactory receptor family 2 subfamily D member 2	NM_003700	149
HGNC:15146	OR2D3	olfactory receptor family 2 subfamily D member 3	NM_001004684	149
HGNC:13969	OR2E1	symbol withdrawn, see [HGNC:15507](/data/gene-symbol-report/#!/hgnc_id/HGNC:15507)		
HGNC:15507	OR2E1P	olfactory receptor family 2 subfamily E member 1 pseudogene		149
HGNC:8245	OR2E2	symbol withdrawn, see [HGNC:15507](/data/gene-symbol-report/#!/hgnc_id/HGNC:15507)		
HGNC:8246	OR2F1	olfactory receptor family 2 subfamily F member 1		149
HGNC:8247	OR2F2	olfactory receptor family 2 subfamily F member 2		149
HGNC:8248	OR2F3	symbol withdrawn, see [HGNC:8246](/data/gene-symbol-report/#!/hgnc_id/HGNC:8246)		
HGNC:8249	OR2F4	symbol withdrawn, see [HGNC:8246](/data/gene-symbol-report/#!/hgnc_id/HGNC:8246)		
HGNC:8250	OR2F5	symbol withdrawn, see [HGNC:8246](/data/gene-symbol-report/#!/hgnc_id/HGNC:8246)		
HGNC:8251	OR2G1P	olfactory receptor family 2 subfamily G member 1 pseudogene		149
HGNC:15007	OR2G2	olfactory receptor family 2 subfamily G member 2		149
HGNC:15008	OR2G3	olfactory receptor family 2 subfamily G member 3		149
HGNC:27019	OR2G6	olfactory receptor family 2 subfamily G member 6	NM_001013355	149
